comorbidity,snomed_code
metastatic_solid_tumor,94455000
metastatic_solid_tumor,94493005
metastatic_solid_tumor,269473008
metastatic_solid_tumor,94515004
metastatic_solid_tumor,94628003
metastatic_solid_tumor,188445006
metastatic_solid_tumor,353561000119103
metastatic_solid_tumor,369530001
metastatic_solid_tumor,94579000
metastatic_solid_tumor,94580002
metastatic_solid_tumor,94649002
metastatic_solid_tumor,274088005
metastatic_solid_tumor,94663008
metastatic_solid_tumor,128462008
moderate_or_severe_liver_disease,235881000
moderate_or_severe_liver_disease,17709002
moderate_or_severe_liver_disease,235886005
moderate_or_severe_liver_disease,28670008
moderate_or_severe_liver_disease,195474004
moderate_or_severe_liver_disease,195475003
moderate_or_severe_liver_disease,14223005
moderate_or_severe_liver_disease,91109007
moderate_or_severe_liver_disease,1082621000119108
moderate_or_severe_liver_disease,1085091000119108
moderate_or_severe_liver_disease,13920009
moderate_or_severe_liver_disease,59927004
moderate_or_severe_liver_disease,51292008
moderate_or_severe_liver_disease,34742003
moderate_or_severe_liver_disease,444918006
moderate_or_severe_liver_disease,197356006
moderate_or_severe_liver_disease,65617004
hemiplegia_or_paraplegia,192970008
hemiplegia_or_paraplegia,12454008
hemiplegia_or_paraplegia,8663007
hemiplegia_or_paraplegia,128188000
hemiplegia_or_paraplegia,29188005
hemiplegia_or_paraplegia,290401000119108
hemiplegia_or_paraplegia,441705005
hemiplegia_or_paraplegia,441980007
hemiplegia_or_paraplegia,275468009
hemiplegia_or_paraplegia,54099005
hemiplegia_or_paraplegia,58193001
hemiplegia_or_paraplegia,80935004
hemiplegia_or_paraplegia,442020005
hemiplegia_or_paraplegia,442077006
hemiplegia_or_paraplegia,192966000
hemiplegia_or_paraplegia,192964002
hemiplegia_or_paraplegia,50582007
hemiplegia_or_paraplegia,442155009
hemiplegia_or_paraplegia,441717007
hemiplegia_or_paraplegia,43486001
hemiplegia_or_paraplegia,39912006
hemiplegia_or_paraplegia,714279000
hemiplegia_or_paraplegia,290411000119106
hemiplegia_or_paraplegia,441794001
hemiplegia_or_paraplegia,441688003
hemiplegia_or_paraplegia,1593000
hemiplegia_or_paraplegia,86022000
hemiplegia_or_paraplegia,80420005
hemiplegia_or_paraplegia,426167003
hemiplegia_or_paraplegia,426934001
hemiplegia_or_paraplegia,41764006
hemiplegia_or_paraplegia,426536006
hemiplegia_or_paraplegia,441951003
hemiplegia_or_paraplegia,56409008
hemiplegia_or_paraplegia,44695005
hemiplegia_or_paraplegia,29426003
hemiplegia_or_paraplegia,609557004
hemiplegia_or_paraplegia,60389000
hemiplegia_or_paraplegia,22881000119100
hemiplegia_or_paraplegia,79633009
hemiplegia_or_paraplegia,441892008
hemiplegia_or_paraplegia,441722007
hemiplegia_or_paraplegia,813921000000104
hemiplegia_or_paraplegia,192967009
hemiplegia_or_paraplegia,192965001
hemiplegia_or_paraplegia,11538006
mild_liver_disease,9953008
mild_liver_disease,420054005
mild_liver_disease,50325005
mild_liver_disease,235880004
mild_liver_disease,235875008
mild_liver_disease,41309000
mild_liver_disease,1082601000119104
mild_liver_disease,408335007
mild_liver_disease,1761006
mild_liver_disease,197364000
mild_liver_disease,197284004
mild_liver_disease,76783007
mild_liver_disease,128302006
mild_liver_disease,57339008
mild_liver_disease,79720007
mild_liver_disease,41889008
mild_liver_disease,10295004
mild_liver_disease,235869004
mild_liver_disease,186639003
mild_liver_disease,435101000124104
mild_liver_disease,266468003
mild_liver_disease,197279005
mild_liver_disease,19943007
mild_liver_disease,235856003
mild_liver_disease,1092801000119102
mild_liver_disease,1085021000119106
mild_liver_disease,186624004
mild_liver_disease,424340000
mild_liver_disease,40946000
mild_liver_disease,62484002
mild_liver_disease,235901004
mild_liver_disease,17890003
mild_liver_disease,87248009
mild_liver_disease,235899008
mild_liver_disease,371067004
mild_liver_disease,128241005
mild_liver_disease,58008004
mild_liver_disease,31712002
mild_liver_disease,12368000
mild_liver_disease,197321007
mild_liver_disease,197361008
mild_liver_disease,197359004
mild_liver_disease,197362001
mild_liver_disease,737297006
mild_liver_disease,111891008
mild_liver_disease,111896003
peptic_ulcer_disease,12847006
peptic_ulcer_disease,87756006
peptic_ulcer_disease,86895006
peptic_ulcer_disease,51847008
peptic_ulcer_disease,66767006
peptic_ulcer_disease,41986000
peptic_ulcer_disease,61347001
peptic_ulcer_disease,62936002
peptic_ulcer_disease,22511002
peptic_ulcer_disease,32490005
peptic_ulcer_disease,75342000
peptic_ulcer_disease,23693000
peptic_ulcer_disease,89748001
peptic_ulcer_disease,46708007
peptic_ulcer_disease,48974009
peptic_ulcer_disease,17067009
peptic_ulcer_disease,70418001
peptic_ulcer_disease,53337006
peptic_ulcer_disease,19850005
peptic_ulcer_disease,43694004
peptic_ulcer_disease,90628007
peptic_ulcer_disease,67964002
peptic_ulcer_disease,81225008
peptic_ulcer_disease,54053008
peptic_ulcer_disease,63954007
peptic_ulcer_disease,72408002
peptic_ulcer_disease,81387001
peptic_ulcer_disease,66673003
peptic_ulcer_disease,59515005
peptic_ulcer_disease,58711008
peptic_ulcer_disease,66636001
peptic_ulcer_disease,72219001
peptic_ulcer_disease,72395008
peptic_ulcer_disease,30514008
peptic_ulcer_disease,10389003
peptic_ulcer_disease,77987006
peptic_ulcer_disease,12274003
peptic_ulcer_disease,43406003
peptic_ulcer_disease,111353003
peptic_ulcer_disease,47064007
peptic_ulcer_disease,22157005
peptic_ulcer_disease,28945005
peptic_ulcer_disease,79118000
peptic_ulcer_disease,35681000
peptic_ulcer_disease,34921009
peptic_ulcer_disease,45485004
peptic_ulcer_disease,58085004
peptic_ulcer_disease,3023008
peptic_ulcer_disease,89469000
peptic_ulcer_disease,34021006
peptic_ulcer_disease,36975000
peptic_ulcer_disease,81142005
peptic_ulcer_disease,62341002
peptic_ulcer_disease,86258000
peptic_ulcer_disease,49916007
peptic_ulcer_disease,60551006
peptic_ulcer_disease,34602004
peptic_ulcer_disease,40214005
peptic_ulcer_disease,28082003
peptic_ulcer_disease,57940000
peptic_ulcer_disease,57246001
peptic_ulcer_disease,85859006
peptic_ulcer_disease,76181002
peptic_ulcer_disease,74341002
peptic_ulcer_disease,76078009
peptic_ulcer_disease,85787009
peptic_ulcer_disease,31301004
peptic_ulcer_disease,55483002
peptic_ulcer_disease,36246001
peptic_ulcer_disease,76796008
peptic_ulcer_disease,60531007
peptic_ulcer_disease,1567007
peptic_ulcer_disease,62838000
peptic_ulcer_disease,90257004
peptic_ulcer_disease,45640006
peptic_ulcer_disease,46523000
peptic_ulcer_disease,24001002
peptic_ulcer_disease,2807004
peptic_ulcer_disease,10897002
peptic_ulcer_disease,62477005
peptic_ulcer_disease,4269005
peptic_ulcer_disease,56579005
peptic_ulcer_disease,41626001
peptic_ulcer_disease,49232000
peptic_ulcer_disease,56461008
peptic_ulcer_disease,61300005
peptic_ulcer_disease,55746001
peptic_ulcer_disease,81518000
peptic_ulcer_disease,77661009
peptic_ulcer_disease,3483000
peptic_ulcer_disease,57871005
peptic_ulcer_disease,80953005
peptic_ulcer_disease,5492000
peptic_ulcer_disease,12384004
peptic_ulcer_disease,60400003
peptic_ulcer_disease,23812009
peptic_ulcer_disease,56776001
peptic_ulcer_disease,18169007
peptic_ulcer_disease,34580000
peptic_ulcer_disease,397825006
peptic_ulcer_disease,73481001
peptic_ulcer_disease,31452001
peptic_ulcer_disease,59913009
peptic_ulcer_disease,16121001
peptic_ulcer_disease,2783007
peptic_ulcer_disease,47152002
peptic_ulcer_disease,35517004
peptic_ulcer_disease,13200003
peptic_ulcer_disease,37442009
peptic_ulcer_disease,54157007
peptic_ulcer_disease,38365000
peptic_ulcer_disease,51868009
rheumatic_disease,239920006
rheumatic_disease,1212005
rheumatic_disease,31848007
rheumatic_disease,396230008
rheumatic_disease,238935002
rheumatic_disease,239901009
rheumatic_disease,201436003
rheumatic_disease,72181000119109
rheumatic_disease,57160007
rheumatic_disease,239938009
rheumatic_disease,417373000
rheumatic_disease,311671000119100
rheumatic_disease,196136009
rheumatic_disease,196138005
rheumatic_disease,196133001
rheumatic_disease,193250002
rheumatic_disease,193252005
rheumatic_disease,276657008
rheumatic_disease,65323003
rheumatic_disease,31384009
rheumatic_disease,322461000119108
rheumatic_disease,193180002
rheumatic_disease,444133002
rheumatic_disease,307755009
rheumatic_disease,69896004
rheumatic_disease,287008006
rheumatic_disease,287007001
rheumatic_disease,201769002
rheumatic_disease,201775006
rheumatic_disease,201777003
rheumatic_disease,1073711000119105
rheumatic_disease,1073721000119103
rheumatic_disease,1073731000119100
rheumatic_disease,1073741000119109
rheumatic_disease,1073751000119106
rheumatic_disease,287006005
rheumatic_disease,1073771000119102
rheumatic_disease,1073791000119101
rheumatic_disease,1073801000119100
rheumatic_disease,1073811000119102
rheumatic_disease,1073821000119109
rheumatic_disease,1073831000119107
rheumatic_disease,201766009
rheumatic_disease,201771002
rheumatic_disease,459911000124100
rheumatic_disease,398726004
rheumatic_disease,319841000119107
rheumatic_disease,398640008
rheumatic_disease,400054000
rheumatic_disease,239792003
rheumatic_disease,239791005
rheumatic_disease,83901003
rheumatic_disease,68815009
rheumatic_disease,33719002
rheumatic_disease,55464009
rheumatic_disease,239887007
rheumatic_disease,309762007
rheumatic_disease,89155008
rheumatic_disease,201443009
rheumatic_disease,400130008
myocardial_infarction,703164000
myocardial_infarction,57054005
myocardial_infarction,54329005
myocardial_infarction,70211005
myocardial_infarction,73795002
myocardial_infarction,65547006
myocardial_infarction,76593002
myocardial_infarction,58612006
myocardial_infarction,401314000
myocardial_infarction,401303003
myocardial_infarction,15713081000119108
myocardial_infarction,15713121000119105
myocardial_infarction,285981000119103
myocardial_infarction,703213009
myocardial_infarction,70422006
myocardial_infarction,22298006
myocardial_infarction,16837681000119104
myocardial_infarction,1755008
myocardial_infarction,194856005
myocardial_infarction,194857001
myocardial_infarction,194858006
myocardial_infarction,703360004
myocardial_infarction,703211006
myocardial_infarction,194802003
dementia,26929004
dementia,725898002
dementia,141991000119109
dementia,52448006
dementia,421529006
dementia,191519005
dementia,425390006
dementia,429458009
dementia,442344002
dementia,101421000119107
dementia,21921000119103
dementia,1591000119103
dementia,142001000119106
dementia,713571008
dementia,15928141000119107
dementia,230287006
dementia,56267009
dementia,10349009
dementia,25772007
dementia,14070001
dementia,70936005
dementia,12348006
dementia,191452002
dementia,31081000119101
dementia,191455000
dementia,416780008
dementia,416975007
dementia,268612007
dementia,45864009
dementia,15662003
dementia,191461002
dementia,371024007
dementia,191459006
dementia,230286002
dementia,191451009
dementia,191449005
dementia,429998004
dementia,230285003
dementia,288631000119104
dementia,16276361000119109
